Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
70,Exit long,2025-04-14 10:00,Exit Long,19098.75,3,114279,313.5,0.27,313.5,0.27,-100.5,-0.09,3819,0.00
70,Entry long,2025-04-14 10:00,Long trade,19046.5,3,114279,313.5,0.27,313.5,0.27,-100.5,-0.09,3819,0.00
71,Exit long,2025-04-14 10:15,Exit Long,19148,3,114574.5,313.5,0.27,313.5,0.27,0,0.00,4132.5,0.00
71,Entry long,2025-04-14 10:15,Long trade,19095.75,3,114574.5,313.5,0.27,313.5,0.27,0,0.00,4132.5,0.00
72,Exit long,2025-04-15 10:00,Exit Long,19120,3,114406.5,313.5,0.27,313.5,0.27,-66,-0.06,4446,0.00
72,Entry long,2025-04-15 10:00,Long trade,19067.75,3,114406.5,313.5,0.27,313.5,0.27,-66,-0.06,4446,0.00
73,Exit long,2025-04-15 10:15,Exit Long,19026.75,3,114517.5,-357,-0.31,165,0.14,-357,-0.31,4089,0.00
73,Entry long,2025-04-15 10:15,Long trade,19086.25,3,114517.5,-357,-0.31,165,0.14,-357,-0.31,4089,0.00
74,Exit long,2025-04-15 10:30,Exit Long,19020.25,3,113808,313.5,0.28,313.5,0.28,-7.5,-0.01,4402.5,0.00
74,Entry long,2025-04-15 10:30,Long trade,18968,3,113808,313.5,0.28,313.5,0.28,-7.5,-0.01,4402.5,0.00
75,Exit short,2025-04-15 10:45,Exit Short,19017.5,3,114417,312,0.27,312,0.27,-21,-0.02,4714.5,0.00
75,Entry short,2025-04-15 10:45,Short trade,19069.5,3,114417,312,0.27,312,0.27,-21,-0.02,4714.5,0.00
76,Exit long,2025-04-16 10:00,Exit Long,18576.5,3,111138,321,0.29,321,0.29,-79.5,-0.07,5035.5,0.01
76,Entry long,2025-04-16 10:00,Long trade,18523,3,111138,321,0.29,321,0.29,-79.5,-0.07,5035.5,0.01
77,Exit long,2025-04-16 10:15,Exit Long,18604.5,3,111312,315,0.28,315,0.28,-102,-0.09,5350.5,0.01
77,Entry long,2025-04-16 10:15,Long trade,18552,3,111312,315,0.28,315,0.28,-102,-0.09,5350.5,0.01
78,Exit long,2025-04-17 10:00,Exit Long,18407.5,3,110800.5,-355.5,-0.32,130.5,0.12,-355.5,-0.32,4995,0.00
78,Entry long,2025-04-17 10:00,Long trade,18466.75,3,110800.5,-355.5,-0.32,130.5,0.12,-355.5,-0.32,4995,0.00
